file_path,tiff_file,select,WSI_ID,label,fold
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M016.tif,AI029T 40x_03_M016.tif,True,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M017.tif,AI029T 40x_03_M017.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M018.tif,AI029T 40x_03_M018.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M019.tif,AI029T 40x_03_M019.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M020.tif,AI029T 40x_03_M020.tif,True,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M021.tif,AI029T 40x_03_M021.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M022.tif,AI029T 40x_03_M022.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M023.tif,AI029T 40x_03_M023.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M024.tif,AI029T 40x_03_M024.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M025.tif,AI029T 40x_03_M025.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M026.tif,AI029T 40x_03_M026.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M027.tif,AI029T 40x_03_M027.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M028.tif,AI029T 40x_03_M028.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M029.tif,AI029T 40x_03_M029.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M030.tif,AI029T 40x_03_M030.tif,True,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M031.tif,AI029T 40x_03_M031.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M032.tif,AI029T 40x_03_M032.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M033.tif,AI029T 40x_03_M033.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M034.tif,AI029T 40x_03_M034.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M035.tif,AI029T 40x_03_M035.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M036.tif,AI029T 40x_03_M036.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M037.tif,AI029T 40x_03_M037.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M038.tif,AI029T 40x_03_M038.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M039.tif,AI029T 40x_03_M039.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M040.tif,AI029T 40x_03_M040.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M041.tif,AI029T 40x_03_M041.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M042.tif,AI029T 40x_03_M042.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M043.tif,AI029T 40x_03_M043.tif,True,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M044.tif,AI029T 40x_03_M044.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M045.tif,AI029T 40x_03_M045.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M046.tif,AI029T 40x_03_M046.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M047.tif,AI029T 40x_03_M047.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M048.tif,AI029T 40x_03_M048.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M049.tif,AI029T 40x_03_M049.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M050.tif,AI029T 40x_03_M050.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M051.tif,AI029T 40x_03_M051.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M052.tif,AI029T 40x_03_M052.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M053.tif,AI029T 40x_03_M053.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI029T 40x_03/AI029T 40x_03_M054.tif,AI029T 40x_03_M054.tif,False,AI029,1,4.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M001.tif,AI001T 40x_01_M001.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M002.tif,AI001T 40x_01_M002.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M003.tif,AI001T 40x_01_M003.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M004.tif,AI001T 40x_01_M004.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M005.tif,AI001T 40x_01_M005.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M006.tif,AI001T 40x_01_M006.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M007.tif,AI001T 40x_01_M007.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M008.tif,AI001T 40x_01_M008.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M009.tif,AI001T 40x_01_M009.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M010.tif,AI001T 40x_01_M010.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M011.tif,AI001T 40x_01_M011.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M012.tif,AI001T 40x_01_M012.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M013.tif,AI001T 40x_01_M013.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M014.tif,AI001T 40x_01_M014.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M015.tif,AI001T 40x_01_M015.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M016.tif,AI001T 40x_01_M016.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M017.tif,AI001T 40x_01_M017.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M018.tif,AI001T 40x_01_M018.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M019.tif,AI001T 40x_01_M019.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M020.tif,AI001T 40x_01_M020.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M021.tif,AI001T 40x_01_M021.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M022.tif,AI001T 40x_01_M022.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M023.tif,AI001T 40x_01_M023.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M024.tif,AI001T 40x_01_M024.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M025.tif,AI001T 40x_01_M025.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M026.tif,AI001T 40x_01_M026.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M027.tif,AI001T 40x_01_M027.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M028.tif,AI001T 40x_01_M028.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M029.tif,AI001T 40x_01_M029.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M030.tif,AI001T 40x_01_M030.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M031.tif,AI001T 40x_01_M031.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M032.tif,AI001T 40x_01_M032.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M033.tif,AI001T 40x_01_M033.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M034.tif,AI001T 40x_01_M034.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M035.tif,AI001T 40x_01_M035.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M036.tif,AI001T 40x_01_M036.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M037.tif,AI001T 40x_01_M037.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M038.tif,AI001T 40x_01_M038.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M039.tif,AI001T 40x_01_M039.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M040.tif,AI001T 40x_01_M040.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M041.tif,AI001T 40x_01_M041.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M042.tif,AI001T 40x_01_M042.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M043.tif,AI001T 40x_01_M043.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M044.tif,AI001T 40x_01_M044.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M045.tif,AI001T 40x_01_M045.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M046.tif,AI001T 40x_01_M046.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M047.tif,AI001T 40x_01_M047.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M048.tif,AI001T 40x_01_M048.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M049.tif,AI001T 40x_01_M049.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M050.tif,AI001T 40x_01_M050.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M051.tif,AI001T 40x_01_M051.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M052.tif,AI001T 40x_01_M052.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M053.tif,AI001T 40x_01_M053.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M054.tif,AI001T 40x_01_M054.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M055.tif,AI001T 40x_01_M055.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M056.tif,AI001T 40x_01_M056.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M057.tif,AI001T 40x_01_M057.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M058.tif,AI001T 40x_01_M058.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M059.tif,AI001T 40x_01_M059.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M060.tif,AI001T 40x_01_M060.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M061.tif,AI001T 40x_01_M061.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M062.tif,AI001T 40x_01_M062.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M063.tif,AI001T 40x_01_M063.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M064.tif,AI001T 40x_01_M064.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M065.tif,AI001T 40x_01_M065.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M066.tif,AI001T 40x_01_M066.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M067.tif,AI001T 40x_01_M067.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M068.tif,AI001T 40x_01_M068.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M069.tif,AI001T 40x_01_M069.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M070.tif,AI001T 40x_01_M070.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M071.tif,AI001T 40x_01_M071.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M072.tif,AI001T 40x_01_M072.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M073.tif,AI001T 40x_01_M073.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M074.tif,AI001T 40x_01_M074.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M075.tif,AI001T 40x_01_M075.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M076.tif,AI001T 40x_01_M076.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M077.tif,AI001T 40x_01_M077.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_01/AI001T 40x_01_M078.tif,AI001T 40x_01_M078.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M001.tif,AI001T 40x_02_M001.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M002.tif,AI001T 40x_02_M002.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M003.tif,AI001T 40x_02_M003.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M004.tif,AI001T 40x_02_M004.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M005.tif,AI001T 40x_02_M005.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M006.tif,AI001T 40x_02_M006.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M007.tif,AI001T 40x_02_M007.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M008.tif,AI001T 40x_02_M008.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M009.tif,AI001T 40x_02_M009.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M010.tif,AI001T 40x_02_M010.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M011.tif,AI001T 40x_02_M011.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M012.tif,AI001T 40x_02_M012.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M013.tif,AI001T 40x_02_M013.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M014.tif,AI001T 40x_02_M014.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M015.tif,AI001T 40x_02_M015.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M016.tif,AI001T 40x_02_M016.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M017.tif,AI001T 40x_02_M017.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M018.tif,AI001T 40x_02_M018.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M019.tif,AI001T 40x_02_M019.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M020.tif,AI001T 40x_02_M020.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M021.tif,AI001T 40x_02_M021.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M022.tif,AI001T 40x_02_M022.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M023.tif,AI001T 40x_02_M023.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M024.tif,AI001T 40x_02_M024.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M025.tif,AI001T 40x_02_M025.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M026.tif,AI001T 40x_02_M026.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M027.tif,AI001T 40x_02_M027.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M028.tif,AI001T 40x_02_M028.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M029.tif,AI001T 40x_02_M029.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M030.tif,AI001T 40x_02_M030.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M031.tif,AI001T 40x_02_M031.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M032.tif,AI001T 40x_02_M032.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M033.tif,AI001T 40x_02_M033.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M034.tif,AI001T 40x_02_M034.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M035.tif,AI001T 40x_02_M035.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M036.tif,AI001T 40x_02_M036.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M037.tif,AI001T 40x_02_M037.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M038.tif,AI001T 40x_02_M038.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M039.tif,AI001T 40x_02_M039.tif,True,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M040.tif,AI001T 40x_02_M040.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M041.tif,AI001T 40x_02_M041.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M042.tif,AI001T 40x_02_M042.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M043.tif,AI001T 40x_02_M043.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M044.tif,AI001T 40x_02_M044.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M045.tif,AI001T 40x_02_M045.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M046.tif,AI001T 40x_02_M046.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M047.tif,AI001T 40x_02_M047.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M048.tif,AI001T 40x_02_M048.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M049.tif,AI001T 40x_02_M049.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M050.tif,AI001T 40x_02_M050.tif,False,AI001,0,2.0
/data/RSNA/Nploid/HE_midTiFF/AI001T 40x_02/AI001T 40x_02_M051.tif,AI001T 40x_02_M051.tif,False,AI001,0,2.0
